,ID,UTTERANCE,RELATIONS,primary_relation,split
2500,2500,movies by director john paul,movie.directed_by,movie.directed_by,test
135,135,who was in now,movie.starring.actor,movie.starring.actor,test
2221,2221,rating of movie,movie.rating,movie.rating,test
2591,2591,show me the movies acted by namitha,movie.starring.actor,movie.starring.actor,test
3055,3055,what does rated g mean,movie_other,movie_other,test
1007,1007,complete list of movies made by searchlight films,movie.production_companies,movie.production_companies,test
527,527,who directed gilda,movie.directed_by,movie.directed_by,test
1078,1078,martin lawrence directed what movie,movie.directed_by,movie.directed_by,test
1161,1161,films produced by twentieth century fox,movie.production_companies,movie.production_companies,test
1063,1063,find movies from new zealand,movie.country,movie.country,test
599,599,who directed the sound of music,movie.directed_by,movie.directed_by,test
2832,2832,how much did trouble with the curve make in the box office,movie.gross_revenue,movie.gross_revenue,test
3109,3109,on julie,other,other,test
132,132,who acts in forager,movie.starring.actor,movie.starring.actor,test
1859,1859,i need movies with a pg rating,movie.rating,movie.rating,test
2237,2237,show me the rating of the movie avatar,movie.rating,movie.rating,test
342,342,which decade did the movie come out,movie.initial_release_date,movie.initial_release_date,test
664,664,tell me what genre the tommyknockers is,movie.genre,movie.genre,test
2340,2340,find who guy who was the red ranger in power rangers,movie.starring.actor movie.starring.character,movie.starring.actor,test
1517,1517,has spike lee produced any films,movie.produced_by,movie.produced_by,test
2633,2633,show me movies about gardening,movie.subjects,movie.subjects,test
2162,2162,what company produced days of thunder,movie.production_companies,movie.production_companies,test
3212,3212,tell me movies made in country,movie.country,movie.country,test
898,898,search for movies in italian,movie.language,movie.language,test
1352,1352,i want to view only movies with tom hanks,movie.starring.actor,movie.starring.actor,test
1090,1090,i want japanese movies,movie.country movie.language,movie.country,test
2560,2560,movies from paris,movie.locations,movie.locations,test
911,911,find spanish movies,movie.country movie.language,movie.country,test
1815,1815,what movies has tom cruise been in,movie.starring.actor,movie.starring.actor,test
3201,3201,what did lee unkridge direct,movie.directed_by,movie.directed_by,test
533,533,who made the movie field of dreams possible,movie.directed_by,movie.directed_by,test
9,9,cast and crew of movie the campaign,movie.starring.actor,movie.starring.actor,test
1989,1989,where can i find a director,NO_REL,NO_REL,test
675,675,what foreign language is spoken in movie,movie.language,movie.language,test
2691,2691,i want to see mission impossible in spanish,movie.language,movie.language,test
415,415,i need to know when was the movie avatar released,movie.initial_release_date,movie.initial_release_date,test
1720,1720,find me the film in july,NO_REL,NO_REL,test
435,435,search for the release date of vulgaria,movie.initial_release_date,movie.initial_release_date,test
2454,2454,what tongue did they speak in black swan,movie.language,movie.language,test
2627,2627,display french culture films,movie.subjects,movie.subjects,test
391,391,when was the scooby do movie released,movie.initial_release_date,movie.initial_release_date,test
1373,1373,are there any movies in greek,movie.language,movie.language,test
571,571,director of twilight,movie.directed_by,movie.directed_by,test
2075,2075,tell me about michelle pfiefer,NO_REL,NO_REL,test
2801,2801,find how much money shark tales made,movie.gross_revenue,movie.gross_revenue,test
1292,1292,looking for a musical movie,movie.genre,movie.genre,test
1053,1053,i want information about life is beautiful,NO_REL,NO_REL,test
700,700,what language was aguirre wrath of god in,movie.language,movie.language,test
1371,1371,what are all of the movies that john singleton has directed,movie.directed_by,movie.directed_by,test
1603,1603,what other videos does the country norway have,movie.country,movie.country,test
1301,1301,please list movies about war,movie.subjects,movie.subjects,test
672,672,language of sound of music,movie.language,movie.language,test
2074,2074,i need information on sean connery,NO_REL,NO_REL,test
1500,1500,can you show me a korean movie,movie.country movie.language,movie.country,test
3323,3323,where is the campaign playing,movie.showing,movie.showing,test
498,498,find the director for the social network,movie.directed_by,movie.directed_by,test
517,517,who directed the movie in july,movie.directed_by,movie.directed_by,test
1018,1018,find me dreamworks films,movie.production_companies,movie.production_companies,test
72,72,can i see the credits for dirty dancing,movie.starring.actor,movie.starring.actor,test
2209,2209,who was mirror s producer,movie.produced_by,movie.produced_by,test
3230,3230,can you tell me some famous movies by producer walt disney,movie.production_companies movie.star_rating,movie.production_companies,test
405,405,when was step up released,movie.initial_release_date,movie.initial_release_date,test
1805,1805,show me movies produced by julian fellows,movie.produced_by,movie.produced_by,test
39,39,can i see the cast and crew for the movie in july,movie.starring.actor,movie.starring.actor,test
2722,2722,who produced the movie caddy shack,movie.produced_by,movie.produced_by,test
1393,1393,films by mel gibson,movie.directed_by,movie.directed_by,test
238,238,can i see what the lion king's budget was,movie.estimated_budget,movie.estimated_budget,test
56,56,i need to know in detail about the cast and crew of the movie apollo thirteen,movie.starring.actor,movie.starring.actor,test
2953,2953,brazil rates of pay,other,other,test
1456,1456,show me finding nemo's page,NO_REL,NO_REL,test
2705,2705,search for the hunger games in korean,movie.language,movie.language,test
1621,1621,show me movies that are in spanish,movie.language,movie.language,test
209,209,what was the budget for avatar,movie.estimated_budget,movie.estimated_budget,test
1350,1350,the god father,NO_REL,NO_REL,test
2096,2096,hitch list producer,movie.produced_by,movie.produced_by,test
2515,2515,find some detective movies,movie.genre,movie.genre,test
1911,1911,will you show me a list of recent movies rated pg,movie.rating movie.initial_release_date,movie.rating,test
637,637,what is the classification of movie,movie.genre,movie.genre,test
1101,1101,what movies have people speaking japanese in them,movie.language,movie.language,test
1667,1667,show german movies,movie.country movie.language,movie.country,test
2676,2676,is this movie directed by a norwegian,movie.directed_by director.nationality,movie.directed_by,test
818,818,find films,NO_REL,NO_REL,test
1235,1235,what movies has spielberg been a producer on,movie.produced_by,movie.produced_by,test
619,619,genre for transformers,movie.genre,movie.genre,test
1463,1463,run a search for the campaign,NO_REL,NO_REL,test
1327,1327,look up french movies,movie.country movie.language,movie.country,test
2811,2811,what was the gross revenue for superman returns,movie.gross_revenue,movie.gross_revenue,test
881,881,what are some movies made outside the us,movie.country,movie.country,test
3123,3123,what movies have they done,movie_other,movie_other,test
3041,3041,what,other,other,test
1199,1199,rating g,movie.rating,movie.rating,test
2923,2923,auqua fish,other,other,test
2032,2032,who is will ferrell,NO_REL,NO_REL,test
610,610,find name of director of the movie platoon,movie.directed_by,movie.directed_by,test
995,995,what is hindi,movie.language,movie.language,test
1228,1228,ron howard movies produce list,movie.produced_by,movie.produced_by,test
3237,3237,what are some great movies about sports heroes,movie.star_rating movie.subjects,movie.star_rating,test
347,347,when was black beauty released,movie.initial_release_date,movie.initial_release_date,test
545,545,who was the director of the film finding nemo,movie.directed_by,movie.directed_by,test
1878,1878,get hungarian films,movie.country movie.language,movie.country,test
1409,1409,list movies directed by james cameron,movie.directed_by,movie.directed_by,test
1940,1940,show me a list of all movies that were directed by tom hanks,movie.directed_by,movie.directed_by,test
795,795,what movies has andrew stanton directed,movie.directed_by,movie.directed_by,test
2041,2041,exhibit all relevant information about the director steven spielberg,NO_REL,NO_REL,test
3320,3320,where is the movie in july playing,movie.showing,movie.showing,test
1835,1835,please show me info on the movie the campaign,NO_REL,NO_REL,test
3005,3005,movie made,movie_other,movie_other,test
2138,2138,who produced avatar with james cameron,movie.produced_by,movie.produced_by,test
2736,2736,show me the movie rating for resident evil: retribution,movie.rating,movie.rating,test
553,553,who was the director of the movie e t,movie.directed_by,movie.directed_by,test
1664,1664,german movie info,movie.country movie.language,movie.country,test
360,360,movie little women release date is when,movie.initial_release_date,movie.initial_release_date,test
1850,1850,i need to see all pg movies,movie.rating,movie.rating,test
2964,2964,did you have fun directing gilda mister vidor,movie_other,movie_other,test
1328,1328,show me french movies,movie.country movie.language,movie.country,test
2752,2752,how much money did end of watch make in theaters,movie.gross_revenue,movie.gross_revenue,test
990,990,find me tamil movies,movie.language,movie.language,test
2037,2037,will ferrell tidbits,NO_REL,NO_REL,test
1243,1243,was kevin james in hitch,movie.starring.actor,movie.starring.actor,test
2010,2010,find information about tom cruise,NO_REL,NO_REL,test
1358,1358,tell me what movies tom hanks star in,movie.starring.actor,movie.starring.actor,test
2186,2186,find the producer of moby dick,movie.produced_by,movie.produced_by,test
3244,3244,what movies in the usa came out in 2012,movie.release release.date release.region,movie.release,test
3008,3008,only show me movie ratings that my sixteen year old daughter can also view with me,movie_other,movie_other,test
